Frequency,S11_Magnitude,S11_Phase
47620000,0.7918832994,71.10202583
47842000,0.7938889495,69.6533633
48064000,0.796162353,68.09558363
48286000,0.7983939932,66.50295965
48508000,0.7991793394,65.24507927
48730000,0.8010812762,63.72212414
48952000,0.8028046637,62.17057758
49174000,0.8034859397,60.804063
49396000,0.8047070114,59.36113083
49618000,0.8058390898,57.88328034
49840000,0.8079413369,56.40168653
50062000,0.8077105499,54.96211216
50284000,0.8086887219,53.54917442
50506000,0.8092132797,52.09639213
50728000,0.8103436705,50.62381836
50950000,0.8109999112,49.21575744
51172000,0.8115455496,47.77925193
51394000,0.8126503909,46.30431077
51616000,0.8130311988,45.02099268
51838000,0.8135505301,43.6586465
52060000,0.8142376226,42.34253861
52282000,0.8155550767,40.95903881
52504000,0.816922574,39.53541485
52726000,0.8182207397,38.03991402
52948000,0.8200004588,36.54339268
53170000,0.8210876746,35.31535897
53392000,0.8228340553,33.89324248
53614000,0.8250100676,32.35551344
53836000,0.8274945098,30.89668548
54058000,0.829541733,29.50296343
54280000,0.8325250285,27.91977784
54502000,0.8349677245,26.5495918
54724000,0.8382550863,24.91639689
54946000,0.8414560679,23.28626779
55168000,0.8451295601,21.70493677
55390000,0.8484922555,20.07434402
55612000,0.8524940286,18.23991963
55834000,0.856188461,16.68244751
56056000,0.8609464896,14.67574371
56278000,0.8651518644,12.79349534
56500000,0.8705085109,10.69553361
56722000,0.8754869331,8.780641104
56944000,0.880485713,6.609575767
57166000,0.885872483,4.223830876
57388000,0.8910907313,1.680496381
57610000,0.8977124486,-1.030550794
57832000,0.9032839628,-3.77874892
58054000,0.908595911,-6.845454852
58276000,0.9150068015,-10.21050333
58498000,0.9203906337,-13.72635685
58720000,0.9252252385,-17.56758292
58942000,0.9295499903,-21.83973435
59164000,0.9335971554,-26.54510103
59386000,0.9361967498,-31.78202533
59608000,0.9377507364,-37.65624147
59830000,0.9349924893,-44.20369836
60052000,0.9300611996,-51.61919103
60274000,0.9192919841,-60.04805408
60496000,0.9015108576,-69.68670193
60718000,0.8761837356,-80.66220757
60940000,0.8410696284,-93.15644864
61162000,0.7964232935,-107.2462688
61384000,0.7433100377,-122.9470765
61606000,0.6868415615,-140.1615705
61828000,0.6327733106,-158.6186249
62050000,0.5943456596,-179.5688028
62272000,0.5582865301,162.9448813
62494000,0.5432222734,144.61118
62716000,0.5413437114,127.7766269
62938000,0.5490081806,112.8915748
63160000,0.5626383826,99.92734013
63382000,0.5786512031,88.70605096
63604000,0.5954954612,79.06519969
63826000,0.6124290467,70.62674581
64048000,0.6282357943,63.10270535
64270000,0.6425369086,56.28645467
64492000,0.655599481,50.23637559
64714000,0.6674305809,44.60816448
64936000,0.677776624,39.3435442
65158000,0.6868783595,34.38656371
65380000,0.6947015898,29.65125256
65602000,0.7014299777,25.06930065
65824000,0.7073009445,20.61634894
66046000,0.7121355517,16.29565065
66268000,0.7155560792,11.95796372
66490000,0.7187780383,7.580795741
66712000,0.721781502,3.113897322
66934000,0.7234698606,-1.389117274
67156000,0.7240142825,-6.134543807
67378000,0.72399635,-11.12249197
67600000,0.7219568514,-16.49553811
67822000,0.7186037668,-22.36553592
68044000,0.712288839,-28.80748383
68266000,0.7014042685,-35.75487156
68488000,0.687644224,-43.3043203
68710000,0.6724429361,-51.54336584
68932000,0.6572327218,-60.73980059
69154000,0.6424135793,-71.2716377
69376000,0.6289518673,-83.47182142
69598000,0.6182879757,-97.61062221
69820000,0.6131599384,-113.8454105
70042000,0.6170709235,-132.0929943
70264000,0.6330718423,-151.8459437
70486000,0.6619676946,-172.1746461
70708000,0.7012154352,167.859026
70930000,0.7453584133,149.138936
71152000,0.7887251303,132.1388669
71374000,0.8271741723,117.0850219
71596000,0.858987382,103.895285
71818000,0.8842638034,92.37663564
72040000,0.9035459289,82.32600973
72262000,0.9181770082,73.49730184
72484000,0.9289645041,65.70382565
72706000,0.9364387734,58.75662628
72928000,0.9426181736,52.51241884
73150000,0.9468724254,46.80210256
73372000,0.9503462313,41.54750189
73594000,0.9528651225,36.66011792
73816000,0.9546142825,32.02690897
74038000,0.9561756456,27.59379409
74260000,0.9573060692,23.26861114
74482000,0.9578646153,18.98732485
74704000,0.9572716824,14.63077925
74926000,0.9552836963,10.07436415
75148000,0.9509625427,5.105720566
75370000,0.9411575092,-0.5565379971
75592000,0.9194567943,-7.518169249
75814000,0.8682643414,-16.81985952
76036000,0.7382401422,-29.96363736
76258000,0.4357581438,-42.64728543
76480000,0.2460392102,16.47785496
76702000,0.5268623284,30.81876333
76924000,0.693730117,22.83355795
77146000,0.7785517984,15.64571585
77368000,0.8254111141,9.894712887
77590000,0.8538228027,5.11052964
77812000,0.8722899848,0.9854934285
78034000,0.8849837567,-2.772670868
78256000,0.8943066908,-6.223162907
78478000,0.9012433897,-9.500352591
78700000,0.9065244916,-12.62430051
78922000,0.9103896895,-15.66500578
79144000,0.9136116174,-18.64819547
79366000,0.9161542013,-21.57367011
79588000,0.9179576476,-24.50435078
79810000,0.9197234989,-27.44322348
80032000,0.9207410919,-30.40427658
80254000,0.9219539536,-33.40487347
80476000,0.9225387973,-36.43880097
80698000,0.923202445,-39.49407178
80920000,0.9234326076,-42.63495308
81142000,0.9235320004,-45.87356854
81364000,0.9234536257,-49.19026654
81586000,0.9232217474,-52.61485965
81808000,0.9225468166,-56.15199861
82030000,0.9218196895,-59.8217033
82252000,0.9211477946,-63.65353148
82474000,0.9199960309,-67.64042309
82696000,0.9188766459,-71.83827699
82918000,0.9180506684,-76.22798393
83140000,0.9169755444,-80.90958219
83362000,0.9156312656,-85.84850141
83584000,0.9139827415,-91.13878851
83806000,0.9117473763,-96.79829931
84028000,0.9096838897,-102.8942252
84250000,0.9066725565,-109.493626
84472000,0.9035270921,-116.6349564
84694000,0.8995349753,-124.4700605
84916000,0.8949350314,-133.0965574
85138000,0.8896796628,-142.6429573
85360000,0.883205123,-153.2812862
85582000,0.8757230206,-165.2215874
85804000,0.8670892016,-178.6957996
86026000,0.8571952948,166.0554976
86248000,0.8468876535,148.8360544
86470000,0.8366213406,129.460244
86692000,0.8279948364,108.0134192
86914000,0.8228913658,84.87032151
87136000,0.8229434456,60.69440522
87358000,0.8303477879,36.4569917
87580000,0.8570264306,12.74534199
87802000,0.8558623944,-14.65257435
88024000,0.8227293227,-33.78721339
88246000,0.8253267578,-52.32502691
88468000,0.8279649886,-69.79061578
88690000,0.8286715619,-86.07152431
88912000,0.8274979302,-101.2306188
89134000,0.8253410129,-115.4176471
89356000,0.8222866252,-128.7180813
89578000,0.8188402632,-141.2434919
89800000,0.8153157698,-153.0178591
90022000,0.8114889313,-164.1454009
90244000,0.8081972498,-174.6585731
90466000,0.8049609801,175.411348
90688000,0.8019626129,166.071434
90910000,0.7989873457,157.2017411
91132000,0.7959629933,148.8178531
91354000,0.7930492961,140.8536332
91576000,0.7900172792,133.3100685
91798000,0.7865596541,126.1643045
92020000,0.7823939355,119.3146876
92242000,0.7776323988,112.7782533
92464000,0.7714668077,106.4637537
92686000,0.7641459838,100.3613109
92908000,0.7551029309,94.41356264
93130000,0.7440927785,88.63663882
93352000,0.7302539359,82.86599885
93574000,0.7131999371,77.0720495
93796000,0.691147144,71.1463026
94018000,0.6619417664,64.95057794
94240000,0.6221693781,58.23748598
94462000,0.5661404924,50.84216563
94684000,0.4847197643,42.56895694
94906000,0.3643533421,33.7878113
95128000,0.1917712984,29.99739537
95350000,0.1006264616,122.0055381
95572000,0.3499245558,137.7803843
95794000,0.5790382253,124.1592062
96016000,0.7302893086,110.2018172
96238000,0.815505063,98.71280288
96460000,0.8596126465,89.61580695
96682000,0.8816921834,82.34134252
96904000,0.8921049415,76.42736182
97126000,0.8967708693,71.46457925
97348000,0.898388509,67.24650961
97570000,0.8987585753,63.53245614
97792000,0.8989463556,60.23192552
98014000,0.8995030767,57.27015808
98236000,0.9008133158,54.51186769
98458000,0.9031781413,51.9146179
98680000,0.9064971732,49.37561548
98902000,0.910333312,46.88984233
99124000,0.9147366793,44.38372537
99346000,0.918880624,41.84841584
99568000,0.9226409921,39.266911
99790000,0.9261505874,36.58844486
100012000,0.9282013709,33.8131135
100234000,0.9294430546,30.89608509
100456000,0.9286695792,27.75058975
100678000,0.9253073508,24.30981023
100900000,0.9185080859,20.38707312
101122000,0.9043059004,15.7680106
101344000,0.876269819,10.13605663
101566000,0.8200060099,2.862135306
101788000,0.7043905694,-6.26112243
102010000,0.4884203354,-13.2560391
102232000,0.2757455173,12.62817685
102454000,0.4098090358,48.88333514
102676000,0.591307164,48.88027773
102898000,0.702532806,43.75880273
103120000,0.7676827065,38.85652469
103342000,0.8076850368,34.70254658
103564000,0.8334666338,31.19800153
103786000,0.8506027825,28.15262002
104008000,0.8625552433,25.45581718
104230000,0.8707224256,23.00461723
104452000,0.8765457921,20.72541162
104674000,0.880312723,18.56226868
104896000,0.8824505373,16.46451029
105118000,0.8821082204,14.32745018
105340000,0.8767820847,12.1297044
105562000,0.8571352235,9.834291033
105784000,0.8176984118,10.05868355
106006000,0.8439761815,11.66528586
106228000,0.869337024,10.09528552
106450000,0.8788006294,8.222941337
106672000,0.8822585654,6.500354602
106894000,0.8832791226,4.885015692
107116000,0.8833614346,3.351580415
107338000,0.8824857547,1.82250292
107560000,0.8811043782,0.3508817001
107782000,0.8793094954,-1.08369938
108004000,0.8767382878,-2.56035704
108226000,0.8737998237,-4.018842372
108448000,0.8700355023,-5.507671174
108670000,0.8659601571,-7.021930364
108892000,0.8611690258,-8.557124942
109114000,0.8552035368,-10.16662117
109336000,0.848137595,-11.83671831
109558000,0.8399770508,-13.54790735
109780000,0.8304747258,-15.37578466
110002000,0.8187252197,-17.24767079
110224000,0.8046806934,-19.2818016
110446000,0.7876014884,-21.43034235
110668000,0.7663923812,-23.72975258
110890000,0.7398716772,-26.23739093
111112000,0.7067064213,-28.9216443
111334000,0.6643097735,-31.72505363
111556000,0.6102601922,-34.51724963
111778000,0.541748174,-36.84876587
112000000,0.4584272077,-37.68814849
112222000,0.3656006963,-34.93885676
112444000,0.2503999653,-20.37036745
112666000,0.2898190713,11.68444785
112888000,0.3984664441,23.95036149
113110000,0.5226279949,25.64688898
113332000,0.6316337147,22.99825548
113554000,0.7181374332,18.98442266
113776000,0.7830196974,14.74294805
113998000,0.8304522449,10.70120494
114220000,0.8645523381,6.999018025
114442000,0.8892846093,3.651598341
114664000,0.9071166627,0.6450740732
114886000,0.9200125249,-2.062890267
115108000,0.9297840486,-4.546525931
115330000,0.936856736,-6.819485739
115552000,0.9420704387,-8.953597099
115774000,0.9462334349,-10.89703371
115996000,0.9493833701,-12.7632255
116218000,0.9520486996,-14.53781582
116440000,0.9548242953,-16.24585846
116662000,0.9569065453,-17.94650022
116884000,0.9582444583,-19.58266578
117106000,0.958599759,-21.22727475
117328000,0.9584487985,-22.83520272
117550000,0.9580492199,-24.37812407
117772000,0.9573458851,-25.89831726
117994000,0.9564709856,-27.39848189
118216000,0.9553699578,-28.93473281
118438000,0.9541634133,-30.47745631
118660000,0.952863049,-32.00927308
118882000,0.9510441245,-33.60782019
119104000,0.948793096,-35.25687743
119326000,0.946349238,-36.96114917
119548000,0.9429582313,-38.77098868
119770000,0.9387621139,-40.65476838
119992000,0.9327322466,-42.73366932
120214000,0.9251250522,-45.00485776
120436000,0.9137098242,-47.51865833
120658000,0.8970902049,-50.39246774
120880000,0.8712383325,-53.689266
121102000,0.8307030067,-57.43126266
121324000,0.7664392895,-61.30208563
121546000,0.671439211,-64.02180304
121768000,0.5607777759,-62.07666745
121990000,0.4882169289,-52.92526061
122212000,0.4787036712,-40.32398214
122434000,0.5541287898,-29.60016428
122656000,0.6611347815,-28.60767188
122878000,0.7333335778,-31.2555721
123100000,0.7771050577,-34.14169471
123322000,0.8056958503,-37.14259699
123544000,0.8241093004,-39.70155317
123766000,0.8364472816,-42.05533389
123988000,0.8446253867,-44.25718995
124210000,0.8493480581,-46.31388899
124432000,0.8520090592,-48.2659333
124654000,0.8527175208,-50.17531481
124876000,0.8519913751,-51.99599546
125098000,0.8500492386,-53.70854494
125320000,0.8459811287,-55.39913613
125542000,0.8415630912,-56.92536294
125764000,0.8364551838,-58.28831639
125986000,0.8318329521,-59.32442939
126208000,0.8323475216,-59.86757192
126430000,0.8499231641,-60.01648956
126652000,0.8953389524,-61.37324615
126874000,0.9323948156,-65.47541693
127096000,0.9384014705,-69.89834581
127318000,0.9364045953,-73.8578245
127540000,0.9339788253,-77.87655255
127762000,0.9281818967,-82.24114216
127984000,0.9167209829,-86.99704732
128206000,0.8992308706,-92.04562617
128428000,0.8759169703,-97.44418712
128650000,0.8472291715,-103.2810749
128872000,0.8112210497,-109.7157461
129094000,0.7664401344,-116.9090165
129316000,0.709483969,-124.9855759
129538000,0.6347189689,-133.959226
129760000,0.5352667176,-143.0364485
129982000,0.4115774572,-148.0900654
130204000,0.3439757003,-136.3812388
130426000,0.5063141665,-134.8709129
130648000,0.669737454,-165.5941183
130870000,0.6950558042,156.9920883
131092000,0.6836423907,121.3039184
131314000,0.6925361581,89.49740777
131536000,0.7235852148,62.7819775
131758000,0.763634251,41.15810039
131980000,0.8019461925,23.73700158
132202000,0.8336572434,9.467373987
132424000,0.8581514379,-2.408889451
132646000,0.8756893771,-12.54849858
132868000,0.8872955168,-21.3475412
133090000,0.89387982,-29.22205279
133312000,0.8960674457,-36.34234817
133534000,0.8954548306,-42.90612398
133756000,0.892414914,-49.06983789
133978000,0.8876711347,-55.02425901
134200000,0.8826519638,-60.92456667
134422000,0.8774022123,-66.97059692
134644000,0.8719654086,-73.53869059
134866000,0.8659436691,-80.94528347
135088000,0.8586852174,-89.85419375
135310000,0.8462745976,-101.3245631
135532000,0.823683971,-117.4755256
135754000,0.7738967029,-142.937973
135976000,0.6645244118,170.8558546
136198000,0.5456523055,87.0967698
136420000,0.5998224881,1.845929818
136642000,0.6386519494,-56.61791836
136864000,0.542829321,-122.3059166
137086000,0.3711874797,123.1548588
137308000,0.4128730235,45.60772561
137530000,0.5342726783,26.51811428
137752000,0.7351671658,8.349816307
137974000,0.8451964227,-9.891843334
138196000,0.8867540617,-23.71472969
138418000,0.9004495968,-34.32299407
138640000,0.9019192207,-42.98148629
138862000,0.8964805684,-50.57539017
139084000,0.8847444862,-57.60097567
139306000,0.8646345649,-64.52070472
139528000,0.8322554854,-71.64316023
139750000,0.7784364513,-79.24403746
139972000,0.6850870549,-87.10176213
140194000,0.5329913286,-91.7235308
140416000,0.4184807932,-77.70306761
140638000,0.4862209944,-72.55288915
140860000,0.4085813595,-72.82735444
141082000,0.4121675754,-53.87290627
141304000,0.5373388223,-47.63089618
141526000,0.6488265057,-50.9432901
141748000,0.7246524836,-56.29161357
141970000,0.7745995951,-61.74660863
142192000,0.8075281818,-66.94608989
142414000,0.8295977849,-71.91271527
142636000,0.8436129005,-76.74754588
142858000,0.8520876202,-81.63250181
143080000,0.8549944685,-86.68643968
143302000,0.8510990901,-92.32937496
143524000,0.8339311757,-99.09570688
143746000,0.774814866,-108.2758322
143968000,0.554384078,-114.9831333
144190000,0.6201191315,-89.93728327
144412000,0.7510528945,-103.6612468
144634000,0.6683295682,-124.4983238
144856000,0.1236343305,-106.1749057
145078000,0.6998247201,-71.23613081
145300000,0.8298627038,-91.39150494
145522000,0.8581302657,-103.944274
145744000,0.8611465681,-114.9972432
145966000,0.8473618073,-127.5271867
146188000,0.8014085526,-145.2883793
146410000,0.6546115097,-177.9366424
146632000,0.3186816422,94.61169877
146854000,0.4939840187,-28.3568756
147076000,0.6867334966,-66.54562541
147298000,0.7638943609,-84.88765637
147520000,0.7986029107,-96.55617201
147742000,0.816348173,-105.2091184
147964000,0.8258766539,-112.3732086
148186000,0.8310526194,-118.7151023
148408000,0.8335169194,-124.6173803
148630000,0.8344425015,-130.2487523
148852000,0.8341248182,-135.7919213
149074000,0.832754383,-141.3920245
149296000,0.8309181937,-147.128973
149518000,0.8281500601,-153.1021571
149740000,0.8246248409,-159.3901047
149962000,0.8205167493,-166.1808947
150184000,0.8155594125,-173.578519
150406000,0.80900419,178.1192492
150628000,0.8009615982,168.5470341
150850000,0.7902598029,157.1761759
151072000,0.7753808382,143.0843282
151294000,0.753583363,124.6551635
151516000,0.7203358501,98.96950123
151738000,0.6724723487,61.2434861
151960000,0.6297770752,7.680029445
152182000,0.6341049933,-52.48724977
152404000,0.6675825611,-101.9310767
152626000,0.688330258,-138.4266319
152848000,0.6890616026,-167.7556002
153070000,0.6708973093,164.9898594
153292000,0.6311377281,135.5284195
153514000,0.5629816055,99.0599414
153736000,0.4554227877,50.72063861
153958000,0.3142649393,1.859337837
154180000,0.3933424362,-23.40267934
154402000,0.5643837347,-64.76632092
154624000,0.6596521946,-97.78236327
154846000,0.7073954943,-122.2291383
155068000,0.7281298637,-141.3425071
155290000,0.7256690839,-157.0006508
155512000,0.696170456,-168.7774604
155734000,0.7087678964,-174.7905522
155956000,0.7638876139,175.1150774
156178000,0.784723976,163.9279417
156400000,0.7908981086,153.5088371
156622000,0.7919837347,143.5567457
156844000,0.790375399,133.7744051
157066000,0.7872604839,123.8860998
157288000,0.7816329575,113.5151489
157510000,0.772253854,102.2109449
157732000,0.7554000531,89.14234189
157954000,0.7219766462,72.78901034
158176000,0.6491893542,49.54467463
158398000,0.4851173322,9.217221635
158620000,0.2881795734,-86.55588669
158842000,0.4843286834,175.6964754
159064000,0.658446389,134.4354882
159286000,0.7377366677,109.9490873
159508000,0.7748361612,91.78750547
159730000,0.7925185956,76.06803049
159952000,0.7977826371,60.8554497
160174000,0.7908271221,44.66693134
160396000,0.7643053172,25.83790223
160618000,0.7025420387,2.117828476
160840000,0.5882004844,-29.72103509
161062000,0.4633259625,-76.39789455
161284000,0.4591447784,-148.2494244
161506000,0.5844999636,146.141812
161728000,0.6789763285,104.9182642
161950000,0.7214069338,77.28863039
162172000,0.7255263973,55.54856815
162394000,0.6816983509,36.31901174
162616000,0.5622089966,22.70938516
162838000,0.5332375085,26.24775599
163060000,0.6548949183,16.2500276
163282000,0.7086661228,-2.57900555
163504000,0.7101691255,-23.19296744
163726000,0.6846760035,-45.47578493
163948000,0.6447498606,-70.00924923
164170000,0.602336945,-96.96742267
164392000,0.5704910511,-125.6632852
164614000,0.5579466294,-154.5628636
164836000,0.5656895479,178.2762296
165058000,0.5875775091,154.102253
165280000,0.6155207919,133.0070449
165502000,0.6428604974,114.5067165
165724000,0.6655306994,97.78693451
165946000,0.6800288316,81.86838641
166168000,0.679686482,65.16297619
166390000,0.6291868212,42.62386911
166612000,0.2671764505,53.35762778
166834000,0.4355307907,58.57372315
167056000,0.5589857591,57.46063762
167278000,0.7281812814,37.46743151
167500000,0.7875060822,8.003228404
167722000,0.7567056582,-32.50263742
167944000,0.646614639,-96.25198156
168166000,0.593541506,-179.8894795
168388000,0.6486364204,116.6887633
168610000,0.6745211405,75.06603639
168832000,0.6315932231,39.54618379
169054000,0.4880905419,-3.496227363
169276000,0.2796257826,-83.79046751
169498000,0.400409168,172.7277513
169720000,0.6082097397,127.5776726
169942000,0.7269137768,102.687286
170164000,0.7908362066,86.0489689
170386000,0.8277545265,73.65516475
170608000,0.8502569753,63.62783943
170830000,0.8649885856,55.02552017
171052000,0.8742092282,47.24321295
171274000,0.8792154353,39.87648741
171496000,0.8796419567,32.47676509
171718000,0.8738476832,24.54889239
171940000,0.8551747152,15.20069768
172162000,0.8020159507,2.541378031
172384000,0.633880106,-18.01155415
172606000,0.1242506006,-33.04031257
172828000,0.5211310757,65.52006177
173050000,0.7648647897,43.31289569
173272000,0.8377781001,27.20425516
173494000,0.8196872014,19.44351196
173716000,0.8418549946,12.03019152
173938000,0.8456695673,3.813404608
174160000,0.8308355232,-5.673016753
174382000,0.7835953781,-18.24098187
174604000,0.6415176231,-38.7877508
174826000,0.1814602326,-86.29843092
175048000,0.5531515977,54.75607115
175270000,0.7963100622,14.78400239
175492000,0.4929663649,-12.45019698
175714000,0.59930784,24.23368333
175936000,0.7725745081,13.11321822
176158000,0.8306594129,3.596952076
176380000,0.8551597296,-4.205574288
176602000,0.8653387768,-11.25568914
176824000,0.8659948618,-18.06918345
177046000,0.8566717204,-24.93157723
177268000,0.8350203576,-31.87383774
177490000,0.7981325347,-38.81119964
177712000,0.7331274317,-44.00333584
177934000,0.7463840091,-43.76095859
178156000,0.828413881,-54.95674717
178378000,0.8064345814,-74.45798924
178600000,0.6099397506,-103.6277099
178822000,0.101533742,-163.4088302
179044000,0.5781947643,-15.99021049
