Frequency,S11_Magnitude,S11_Phase
123100000,0.7320656278,-51.25217097
123322000,0.7585412768,-40.85622925
123544000,0.8602652931,-41.9581087
123766000,0.8981839245,-45.36935039
123988000,0.9123313829,-48.35592023
124210000,0.9154449549,-50.95483514
124432000,0.9160172509,-53.21288616
124654000,0.915973385,-55.39230431
124876000,0.9149443445,-57.60481032
125098000,0.913077137,-59.78975165
125320000,0.9101182097,-62.1489516
125542000,0.9068022183,-64.58058181
125764000,0.9016614189,-67.22935633
125986000,0.8945893287,-70.13520571
126208000,0.8833785255,-73.42765603
126430000,0.8628686101,-77.26419592
126652000,0.8163779062,-81.67670023
126874000,0.7063837162,-81.86040904
127096000,0.796683935,-73.57259627
127318000,0.8796997667,-81.64166392
127540000,0.8858327935,-89.66827528
127762000,0.8730407989,-97.74190594
127984000,0.8490089273,-106.9617384
128206000,0.8104631977,-118.1250435
128428000,0.7510559356,-132.2838151
128650000,0.663933568,-150.7025302
128872000,0.5493223759,-175.2235492
129094000,0.4325106626,151.4709946
129316000,0.3680579557,108.7504019
129538000,0.3897168475,67.40079614
129760000,0.4598939161,37.71596876
129982000,0.5360026608,17.63267628
130204000,0.6026112105,3.305280605
130426000,0.6573790936,-7.610696269
130648000,0.7016506528,-16.4329129
130870000,0.7376318698,-23.80957982
131092000,0.7667992197,-30.27423304
131314000,0.7906050132,-36.07992573
131536000,0.8100209803,-41.44710795
131758000,0.8256586448,-46.54731556
131980000,0.8384826896,-51.48400839
132202000,0.8480579067,-56.38186446
132424000,0.8548723212,-61.40810813
132646000,0.8584267354,-66.74013854
132868000,0.8577479247,-72.67179627
133090000,0.8478877814,-79.92586923
133312000,0.8059467711,-90.36053133
133534000,0.5514501521,-103.3240539
133756000,0.6394294543,-75.56340799
133978000,0.7162153057,-91.30076278
134200000,0.6062735675,-108.9489154
134422000,0.2276868634,-103.3220385
134644000,0.6074841014,-56.28890616
134866000,0.8040826496,-79.85753249
135088000,0.8403557549,-97.27356369
135310000,0.8329650003,-113.2809051
135532000,0.8033178574,-130.8066089
135754000,0.7523030638,-152.0630365
135976000,0.6807438898,-179.157086
136198000,0.6052340515,146.7820231
136420000,0.5641900484,107.995506
136642000,0.5856757927,71.63221276
136864000,0.6584866684,42.27318524
137086000,0.7514592248,18.38541891
137308000,0.8268224114,-2.134919831
137530000,0.8685103071,-20.09354796
137752000,0.8725634478,-37.11432792
137974000,0.7535637662,-57.75169706
138196000,0.5422731916,-39.35076494
138418000,0.744186482,-45.80836116
138640000,0.7785791,-57.29387237
138862000,0.7636621302,-67.63962201
139084000,0.717475341,-77.83933644
139306000,0.6345054734,-88.48421064
139528000,0.5010917232,-99.03129914
139750000,0.3146177946,-104.1509951
139972000,0.160713942,-69.14595087
140194000,0.2833917296,-25.30278987
140416000,0.4613386531,-26.51955401
140638000,0.5929164273,-34.33752374
140860000,0.6817748094,-42.34355018
141082000,0.7406227206,-49.60042874
141304000,0.7802002225,-56.05724482
141526000,0.8073651198,-61.98417394
141748000,0.8255446121,-67.52251017
141970000,0.8378215423,-72.87696624
142192000,0.8440308685,-78.19105864
142414000,0.8443934608,-83.6733542
142636000,0.834359875,-89.61584354
142858000,0.7966362614,-96.2946683
143080000,0.685102472,-98.71858518
143302000,0.7788998311,-92.50460984
143524000,0.8559406148,-102.9796982
143746000,0.8595881994,-114.3463612
143968000,0.8343476066,-128.2077608
144190000,0.7619215195,-148.7277155
144412000,0.5699994339,174.5314245
144634000,0.2721294286,86.2134504
144856000,0.4208858284,-18.77379553
145078000,0.5907364171,-55.11751585
145300000,0.664476556,-74.40346644
145522000,0.6825553981,-87.4344934
145744000,0.6674313147,-93.46137001
145966000,0.7514617978,-101.6083308
146188000,0.7511440145,-113.3717714
146410000,0.7280391293,-124.3549871
146632000,0.689261741,-136.4863878
146854000,0.6269284068,-151.6419802
147076000,0.5264763191,-173.0073676
147298000,0.3782677741,151.1437091
147520000,0.2750005026,77.92282494
147742000,0.4220703683,4.011571597
147964000,0.6118895881,-34.6931738
148186000,0.7298210294,-58.58663618
148408000,0.7922531465,-75.20201545
148630000,0.824333673,-87.72505812
148852000,0.8400285306,-97.83168363
149074000,0.8452071783,-106.6068038
149296000,0.8407924448,-114.6639025
149518000,0.8186325651,-122.4454548
149740000,0.7532654571,-128.3531233
149962000,0.733522103,-126.1951543
150184000,0.8028756229,-129.6916698
150406000,0.8329711776,-136.1239779
150628000,0.8438530942,-142.3868544
150850000,0.847966022,-148.3870833
151072000,0.8489506889,-154.3360999
151294000,0.8483928182,-160.2838104
151516000,0.846599165,-166.3629128
151738000,0.8433344864,-172.7446205
151960000,0.8382645403,-179.5174283
152182000,0.8305819563,173.0345867
152404000,0.8168011646,164.5481622
152626000,0.7892072908,154.2129008
152848000,0.7230255813,140.0803067
153070000,0.521495591,118.2421047
153292000,0.1334640813,177.7580898
153514000,0.5751186734,-173.4844719
153736000,0.7317597123,165.6807495
153958000,0.7777991656,150.7817073
154180000,0.7886587452,138.3576562
154402000,0.7843481851,126.8488321
154624000,0.7733633108,115.1687183
154846000,0.7507616539,101.0132597
155068000,0.6217399485,85.37492205
155290000,0.5943035495,81.8607275
155512000,0.5481182447,55.79924561
155734000,0.2684325937,17.02611667
155956000,0.1148428016,170.8633995
156178000,0.386455683,136.5079318
156400000,0.5411831422,113.7039858
156622000,0.6306600746,94.79024662
156844000,0.6852401022,77.36794526
157066000,0.7188872429,60.08126727
157288000,0.7367906809,42.06370761
157510000,0.7399311287,22.65085195
157732000,0.7288270061,1.484247483
157954000,0.7058484096,-21.62115315
158176000,0.6796279577,-46.57558347
158398000,0.661031327,-73.31843888
158620000,0.6576437748,-101.2936575
158842000,0.6682844428,-129.4101602
159064000,0.6872078273,-156.2173434
159286000,0.7074767655,179.3630723
159508000,0.7251760489,157.7096257
159730000,0.738633421,138.6822953
159952000,0.7481432616,121.8001842
160174000,0.7542955107,106.5572665
160396000,0.7569215016,92.43726033
160618000,0.7561648543,78.95725392
160840000,0.7509098296,65.54159303
161062000,0.7375543042,51.50533945
161284000,0.7004789457,35.54500003
161506000,0.5874687269,19.0900294
161728000,0.485151505,12.61328867
161950000,0.4285447362,2.707641413
162172000,0.3274434882,-7.683445745
162394000,0.2143512509,-2.025889427
162616000,0.2307179629,27.34907634
162838000,0.4590600651,29.44585133
163060000,0.6802277561,-19.87464542
163282000,0.6348631786,-63.81232236
163504000,0.5794718825,-108.1456402
163726000,0.5532726908,-151.8058288
163948000,0.5680113119,170.2384144
164170000,0.6057655745,139.9320403
164392000,0.6476781003,115.7765558
164614000,0.6828933486,95.57791618
164836000,0.7021550954,77.44171184
165058000,0.6788785701,59.91363828
165280000,0.5553063913,51.83192417
165502000,0.689405753,52.35001911
165724000,0.7772099037,34.51435151
165946000,0.7914308322,15.61788663
166168000,0.7638060174,-6.036321862
166390000,0.6794052539,-33.90426109
166612000,0.5116624498,-73.76231182
166834000,0.3168288019,-139.8083144
167056000,0.3313500671,133.6966009
167278000,0.4697512594,83.246965
167500000,0.5728144429,51.70342132
167722000,0.6310402405,26.2438862
167944000,0.6543834364,1.911904127
168166000,0.6499086778,-24.23712649
168388000,0.6239034033,-54.56456441
168610000,0.5907480531,-90.66328506
168832000,0.5758997878,-131.2297206
169054000,0.5968348588,-170.6958276
169276000,0.6404531388,155.9633626
169498000,0.6809023107,129.9309384
169720000,0.7132267601,111.4457967
169942000,0.7689122666,95.82116537
170164000,0.7997577921,81.75273486
170386000,0.8164167492,69.85343764
170608000,0.8245558654,59.71948016
170830000,0.8348873825,50.22936669
171052000,0.8359921767,40.86751738
171274000,0.8282066415,31.39118857
171496000,0.8070465132,21.14900266
171718000,0.7592882906,8.881218296
171940000,0.6451030028,-7.961976998
172162000,0.3456503136,-33.416849
172384000,0.2519534697,89.22154361
172606000,0.6818252674,58.4249153
172828000,0.829139973,36.31542088
173050000,0.8675967592,20.22126691
173272000,0.8378187328,5.176353378
173494000,0.7366165824,-2.729459618
173716000,0.5572056872,-6.173101492
173938000,0.6466565539,5.417260188
174160000,0.7587972412,-3.866667916
174382000,0.7834156415,-16.77176144
174604000,0.7150741177,-32.35212347
174826000,0.5294572123,-26.67038855
175048000,0.7003944572,-35.67305478
175270000,0.6725543385,-55.8343184
175492000,0.5669925918,-78.11800401
175714000,0.4066527732,-105.6085901
175936000,0.2243621332,-146.1736663
176158000,0.1361920205,129.9034452
176380000,0.2236063527,64.89398645
176602000,0.3135362018,34.11816419
176824000,0.3628581062,11.66575453
177046000,0.3679933581,-8.973444923
177268000,0.3243711726,-31.10195278
177490000,0.219874354,-59.64856752
177712000,0.06159563483,-142.9217252
177934000,0.2610190289,82.53861138
178156000,0.5265155407,27.70284534
178378000,0.5163817086,-36.11652169
